2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/usr/lib/oracle/agent/core/12.1.0.5.0/ocm/jlib/jlib/log4j-core.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/usr/lib/oracle/agent/core/12.1.0.5.0/oui/jlib/jlib/log4j-core.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/usr/lib/oracle/agent/core/12.1.0.5.0/rda/da/lib/log4j-core.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/usr/lib/oracle/agent/core/12.1.0.5.0/sysman/jlib/log4j-core.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/usr/lib/oracle/agent/plugins/oracle.mysql.omys.discovery.plugin_12.1.0.3.0/lib/log4j-1.2.15.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/mnt/dc5_d33_egip_nfs_01/backup_geo_egip20_prod/20201119-geodata/geoserver-2.14.4/lib/log4j-1.2.17.jar contains Log4J-1.x   <= 1.2.17 _OLD_
2021-12-22 17:13:32@10.15.39.72@EGIP-LAB05T-10.15.199.131@RedHat@7.9@x86_64@/mnt/dc5_d33_egip_nfs_01/backup_geo_egip20_prod/20201119-geodata/geoserver-2.14.4/webapps/geoserver/WEB-INF/lib/log4j-1.2.17.jar contains Log4J-1.x   <= 1.2.17 _OLD_
